"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","주야과정","계열명","학과명","적재일시"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","야간","일반계","자연과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","야간","일반계","인문사회과정","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","야간","일반계","관악예술과","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","야간","일반계","7차일반","20230326"
"고등학교","사립","7010142","대원여자고등학교","Daewon Girls’ High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","(중곡동)","02-2204-1620","http://www.dwg.hs.kr","02-2204-1623","여","일반고","N","일반계","","후기","주간","19821013","19830520","B10","서울특별시교육청","서울특별시","주간","예술계","관악예술과","20230326"
"고등학교","사립","7010141","대원고등학교","Daewon High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","/ 대원고등학교 (중곡동)","02-2204-1569","http://daewon-seoul.hs.kr","82-2-2204-1577","남","일반고","N","일반계","","후기","주간","19770520","19770520","B10","서울특별시교육청","서울특별시","주간","일반계","7차일반","20230326"
"고등학교","사립","7010141","대원고등학교","Daewon High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","/ 대원고등학교 (중곡동)","02-2204-1569","http://daewon-seoul.hs.kr","82-2-2204-1577","남","일반고","N","일반계","","후기","주간","19770520","19770520","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230326"
"고등학교","사립","7010141","대원고등학교","Daewon High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","/ 대원고등학교 (중곡동)","02-2204-1569","http://daewon-seoul.hs.kr","82-2-2204-1577","남","일반고","N","일반계","","후기","주간","19770520","19770520","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230326"
"고등학교","사립","7010141","대원고등학교","Daewon High School","서울특별시교육청","04939","서울특별시 광진구 용마산로22길 26","/ 대원고등학교 (중곡동)","02-2204-1569","http://daewon-seoul.hs.kr","82-2-2204-1577","남","일반고","N","일반계","","후기","주간","19770520","19770520","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","기계과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","금속과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","회계과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","항공과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","체육과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","전자계산과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","전기과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정(남)","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","영어과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","7차일반","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","섬유과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","상업과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","비서과","20230326"
"고등학교","사립","7010119","건국대학교사범대학부속고등학교","Konkuk University High School","서울특별시교육청","05029","서울특별시 광진구 능동로 120","/ 건국대학교사범대학부속고등학교 (화양동)","070-7012-3500","http://konkuk.sen.hs.kr","02-456-0646","남여공학","일반고","N","일반계","","후기","주간","19800131","19800515","B10","서울특별시교육청","서울특별시","주간","일반계","금형설계과","20230326"
"고등학교","공립","7010105","자양고등학교","Jayang High School","서울특별시교육청","05069","서울특별시 광진구 뚝섬로37길 28","(자양동/자양고등학교)","02-2049-4100","http://jayang.sen.hs.kr","02-2049-4288","남여공학","일반고","N","일반계","","후기","주간","19831226","19840515","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정(남)","20230326"
"고등학교","공립","7010105","자양고등학교","Jayang High School","서울특별시교육청","05069","서울특별시 광진구 뚝섬로37길 28","(자양동/자양고등학교)","02-2049-4100","http://jayang.sen.hs.kr","02-2049-4288","남여공학","일반고","N","일반계","","후기","주간","19831226","19840515","B10","서울특별시교육청","서울특별시","주간","일반계","7차일반","20230326"
"고등학교","공립","7010105","자양고등학교","Jayang High School","서울특별시교육청","05069","서울특별시 광진구 뚝섬로37길 28","(자양동/자양고등학교)","02-2049-4100","http://jayang.sen.hs.kr","02-2049-4288","남여공학","일반고","N","일반계","","후기","주간","19831226","19840515","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230326"
"고등학교","공립","7010105","자양고등학교","Jayang High School","서울특별시교육청","05069","서울특별시 광진구 뚝섬로37길 28","(자양동/자양고등학교)","02-2049-4100","http://jayang.sen.hs.kr","02-2049-4288","남여공학","일반고","N","일반계","","후기","주간","19831226","19840515","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정(남)","20230326"
"고등학교","공립","7010105","자양고등학교","Jayang High School","서울특별시교육청","05069","서울특별시 광진구 뚝섬로37길 28","(자양동/자양고등학교)","02-2049-4100","http://jayang.sen.hs.kr","02-2049-4288","남여공학","일반고","N","일반계","","후기","주간","19831226","19840515","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230326"
"고등학교","공립","7010105","자양고등학교","Jayang High School","서울특별시교육청","05069","서울특별시 광진구 뚝섬로37길 28","(자양동/자양고등학교)","02-2049-4100","http://jayang.sen.hs.kr","02-2049-4288","남여공학","일반고","N","일반계","","후기","주간","19831226","19840515","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정(남)","20230326"
"고등학교","공립","7010105","자양고등학교","Jayang High School","서울특별시교육청","05069","서울특별시 광진구 뚝섬로37길 28","(자양동/자양고등학교)","02-2049-4100","http://jayang.sen.hs.kr","02-2049-4288","남여공학","일반고","N","일반계","","후기","주간","19831226","19840515","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230326"
"고등학교","공립","7010067","광양고등학교","Gwangyang High School","서울특별시교육청","05104","서울특별시 광진구 자양로3가길 31","(자양동)","02-446-1435","http://www.gwangyang.hs.kr","02-458-9715","남여공학","자율고","N","일반계","","후기","주간","19861215","19880420","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230326"
"고등학교","공립","7010067","광양고등학교","Gwangyang High School","서울특별시교육청","05104","서울특별시 광진구 자양로3가길 31","(자양동)","02-446-1435","http://www.gwangyang.hs.kr","02-458-9715","남여공학","자율고","N","일반계","","후기","주간","19861215","19880420","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230326"
"고등학교","공립","7010067","광양고등학교","Gwangyang High School","서울특별시교육청","05104","서울특별시 광진구 자양로3가길 31","(자양동)","02-446-1435","http://www.gwangyang.hs.kr","02-458-9715","남여공학","자율고","N","일반계","","후기","주간","19861215","19880420","B10","서울특별시교육청","서울특별시","주간","일반계","7차일반","20230326"
"고등학교","공립","7010067","광양고등학교","Gwangyang High School","서울특별시교육청","05104","서울특별시 광진구 자양로3가길 31","(자양동)","02-446-1435","http://www.gwangyang.hs.kr","02-458-9715","남여공학","자율고","N","일반계","","후기","주간","19861215","19880420","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230326"
"고등학교","공립","7010066","광남고등학교","Gwangnam High School","서울특별시교육청","04973","서울특별시 광진구 아차산로70길 17-16","/ 광남고등학교 (광장동/ 광남고등학교)","02-2204-8705","http://www.gwang-nam.hs.kr","02-458-7043","남여공학","일반고","N","일반계","","후기","주간","19860125","19860513","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230326"
"고등학교","공립","7010066","광남고등학교","Gwangnam High School","서울특별시교육청","04973","서울특별시 광진구 아차산로70길 17-16","/ 광남고등학교 (광장동/ 광남고등학교)","02-2204-8705","http://www.gwang-nam.hs.kr","02-458-7043","남여공학","일반고","N","일반계","","후기","주간","19860125","19860513","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230326"
"고등학교","공립","7010066","광남고등학교","Gwangnam High School","서울특별시교육청","04973","서울특별시 광진구 아차산로70길 17-16","/ 광남고등학교 (광장동/ 광남고등학교)","02-2204-8705","http://www.gwang-nam.hs.kr","02-458-7043","남여공학","일반고","N","일반계","","후기","주간","19860125","19860513","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230326"
"고등학교","공립","7010066","광남고등학교","Gwangnam High School","서울특별시교육청","04973","서울특별시 광진구 아차산로70길 17-16","/ 광남고등학교 (광장동/ 광남고등학교)","02-2204-8705","http://www.gwang-nam.hs.kr","02-458-7043","남여공학","일반고","N","일반계","","후기","주간","19860125","19860513","B10","서울특별시교육청","서울특별시","주간","일반계","7차일반","20230326"
