"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부"
"3040000","3040000-201-1981-00017","19811110","","03","폐업","02","폐업","20180914","","","","02  456 5675","58.66","143864","서울특별시 광진구 자양동 584-13번지 ","서울특별시 광진구 자양번영로 11 (자양동)","05093","황토방여관","2018-09-17 10:32:22","U","2018-09-17 23:59:59.0","여관업","206533.049484886    ","447609.765976299    ","여관업","0","0","0","0","0","0","2","10","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1981-00018","19811124","","01","영업/정상","01","영업","","","","","02 4526939","129.11","143825","서울특별시 광진구 구의동 246-40번지 ","서울특별시 광진구 아차산로 389 (구의동)","05044","폼 모텔","2019-03-26 12:02:23","U","2019-03-28 02:40:00.0","여관업","207528.015993508    ","448344.15499871     ","여관업","0","0","0","0","0","0","0","24","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1981-00019","19810928","","01","영업/정상","01","영업","","","","","02   4557100","214.77","143818","서울특별시 광진구 구의동 59-14","서울특별시 광진구 천호대로138길 4 (구의동)","04980","월 호텔(아차산역)","2022-11-29 16:48:17","U","2021-11-02 00:01:00.0","여관업","208153.013079542","449591.17376194","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1981-00020","19810908","","03","폐업","02","폐업","20150731","","","","02 4589344","147.21","143918","서울특별시 광진구 구의동 244-19번지 ","서울특별시 광진구 아차산로 421 (구의동)","05045","미성여관","2014-10-28 16:59:04","I","2018-08-31 23:59:59.0","여관업","207840.427200578    ","448448.487369612    ","여관업","0","0","0","","0","","3","12","0","Y","0","","","","","","","","","","N"
"3040000","3040000-201-1981-00021","19811230","","03","폐업","02","폐업","20191108","","","","02 4631171","265.25","143846","서울특별시 광진구 자양동 236-103번지 ","서울특별시 광진구 동일로 54 (자양동)","05080","쉘","2019-11-08 11:08:20","U","2019-11-10 02:40:00.0","여관업","205391.382375241    ","448379.480529739    ","여관업","0","0","0","0","0","0","6","18","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1981-00022","1981-12-31","","01","영업/정상","01","영업","","","","","02 4626981","245.08","143-846","서울특별시 광진구 자양동 203-5","서울특별시 광진구 동일로 36 (자양동)","05081","영동장여관","2023-02-09 11:34:50","U","2022-12-01 23:01:00.0","여관업","205321.284730435","448212.742081082","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1981-00023","19810828","","03","폐업","02","폐업","20070105","","","","02 4478516","99.00","143896","서울특별시 광진구 중곡동 150-175번지 ","","","청운장여관","2006-06-02 00:00:00","I","2018-08-31 23:59:59.0","여관업","207467.022709777    ","450959.333130468    ","여관업","","","","","","","","14","","N","","","","","","","","","","","N"
"3040000","3040000-201-1981-00024","19810908","","03","폐업","02","폐업","20030630","","","","02 4543232","93.47","143887","서울특별시 광진구 중곡동 78-14번지 ","","","영빈장여관","2003-06-30 00:00:00","I","2018-08-31 23:59:59.0","여관업","207751.528492511    ","450716.68798343     ","여관업","","","","","","","4","12","","N","","","","","","","","","","","N"
"3040000","3040000-201-1981-00025","19811201","","03","폐업","02","폐업","20020831","","","","02 4679787","122.55","143838","서울특별시 광진구 군자동 471-1번지 ","","","대호장여관","2002-10-01 00:00:00","I","2018-08-31 23:59:59.0","여관업","206715.163962974    ","450559.947859031    ","여관업","0","0","0","","0","","4","10","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1981-00026","19811201","","03","폐업","02","폐업","20040629","","","","02 4676237","92.34","143901","서울특별시 광진구 중곡동 190-37번지 ","","","부강장","2002-02-26 00:00:00","I","2018-08-31 23:59:59.0","여관업","206815.946789856    ","451550.424992111    ","여관업","0","0","0","","0","","0","10","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1981-00027","19811008","","03","폐업","02","폐업","20150507","","","","02 4670029","40.89","143903","서울특별시 광진구 중곡동 240-16번지 ","서울특별시 광진구 동일로70길 52 (중곡동)","04911","부화여인숙","2014-03-14 12:55:22","I","2018-08-31 23:59:59.0","여인숙업","206962.348841596    ","451290.257816298    ","여인숙업","0","0","0","","0","","7","0","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1982-00009","19821119","","01","영업/정상","01","영업","","","","","02  456 0050","226.90","143825","서울특별시 광진구 구의동 246-13 ","서울특별시 광진구 아차산로 377 (구의동)","05044","뮤즈모텔","2020-11-26 13:25:28","U","2020-11-28 02:40:00.0","여관업","207418.481679701    ","448333.157588195    ","여관업","0","0","0","0","0","0","0","30","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1982-00010","19821201","","03","폐업","02","폐업","20071116","","","","02 4632652","115.48","143916","서울특별시 광진구 화양동 21-46번지 ","","","씨티모텔","2007-03-20 00:00:00","I","2018-08-31 23:59:59.0","여관업","205938.857409559    ","449517.70711896     ","여관업","","","","","","","3","10","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1982-00011","19821014","","01","영업/정상","01","영업","","","","","02 4631773","80.94","143916","서울특별시 광진구 화양동 23-33번지 ","서울특별시 광진구 광나루로12길 16 (화양동)","05007","힐모텔","2019-02-20 11:31:06","U","2019-02-22 02:40:00.0","여관업","205897.02142653     ","449416.260602558    ","여관업","0","0","0","0","0","0","0","11","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1982-00012","19821223","","01","영업/정상","01","영업","","","","","02 4647766","162.26","143916","서울특별시 광진구 화양동 20-31 ","서울특별시 광진구 광나루로14길 18 (화양동)","05007","엠모텔","2021-08-17 13:42:24","U","2021-08-19 02:40:00.0","여관업","205987.103240736    ","449462.523409362    ","여관업","0","0","0","0","0","0","0","17","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1982-00013","19820914","","03","폐업","02","폐업","20150910","","","","02 4637742","77.05","143916","서울특별시 광진구 화양동 23-37번지 ","서울특별시 광진구 동일로 168-8 (화양동)","05007","이화장","2014-07-24 16:36:29","I","2018-08-31 23:59:59.0","여관업","205871.40851089     ","449412.137071048    ","여관업","0","0","0","","0","","3","7","0","Y","0","","","","","","","","","","N"
"3040000","3040000-201-1982-00014","19821022","","03","폐업","02","폐업","20170321","","","","02 4561074","135.09","143863","서울특별시 광진구 자양동 580-5번지 ","서울특별시 광진구 자양번영로 45 (자양동)","05068","궁전장여관","2015-11-06 11:29:14","I","2018-08-31 23:59:59.0","여관업","206613.353669285    ","447944.009297941    ","여관업","0","0","0","","0","","4","10","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1982-00015","19821213","","03","폐업","02","폐업","20070523","","","","02 4529111","105.20","143867","서울특별시 광진구 자양동 631-18번지 ","","","신진여관","2002-02-04 00:00:00","I","2018-08-31 23:59:59.0","여관업","207141.695910461    ","447952.966391874    ","여관업","0","0","0","","0","","2","10","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1982-00016","19820701","","03","폐업","02","폐업","20201130","","","","02 4575356","278.49","143822","서울특별시 광진구 구의동 212-17 ","서울특별시 광진구 아차산로 459 (구의동)","05035","로데오모텔","2020-11-30 15:40:53","U","2020-12-02 02:40:00.0","여관업","208158.850031488    ","448619.540899466    ","여관업","0","0","0","0","0","0","0","30","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1982-00017","19821222","","03","폐업","02","폐업","20071031","","","","02 4471177","350.60","143822","서울특별시 광진구 구의동 212-2번지 ","","","청아장여관","2003-07-07 00:00:00","I","2018-08-31 23:59:59.0","여관업","208261.748825555    ","448701.658478751    ","여관업","","","","","","","","37","","N","","","","","","","","","","","N"
"3040000","3040000-201-1982-00018","19820917","","03","폐업","02","폐업","20030226","","","","02 4465139","188.24","143200","서울특별시 광진구 구의동 59-4번지 ,5 ","","","하얀집여관","2003-03-22 00:00:00","I","2018-08-31 23:59:59.0","여관업","","","여관업","","","","","","","6","15","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1982-00019","19820121","","03","폐업","02","폐업","20190208","","","","0234371018","63.94","143819","서울특별시 광진구 구의동 73-7번지 ","서울특별시 광진구 천호대로 696 (구의동)","04975","백송","2019-02-08 15:43:48","U","2019-02-10 02:40:00.0","여관업","208013.076976991    ","449670.858564835    ","여관업","0","0","0","0","0","0","3","7","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1982-00020","19820802","","01","영업/정상","01","영업","","","","","02 4454957","78.55","143896","서울특별시 광진구 중곡동 150-206번지 ","서울특별시 광진구 긴고랑로 90 (중곡동)","04922","서울장여관","2019-01-31 10:58:26","U","2019-02-02 02:40:00.0","여관업","207476.418168732    ","450901.506885223    ","여관업","0","0","0","0","0","0","0","14","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1982-00021","19821220","","03","폐업","02","폐업","20150921","","","","02 4572352","125.88","143885","서울특별시 광진구 중곡동 39-51번지 ","서울특별시 광진구 긴고랑로 63 (중곡동)","04937","백운장여관","2011-08-19 13:27:10","I","2018-08-31 23:59:59.0","여관업","207295.58093608     ","451079.008997952    ","여관업","0","0","0","","0","","3","10","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1982-00022","19821119","","01","영업/정상","01","영업","","","","","02 4671594","181.29","143912","서울특별시 광진구 중곡동 647-15번지 ","서울특별시 광진구 능동로 323 (중곡동)","04918","휘모텔","2018-11-30 16:17:47","U","2018-12-04 02:40:00.0","여관업","206995.040093534    ","450699.020665486    ","여관업","0","0","0","0","0","0","5","13","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1982-00023","19820130","","03","폐업","02","폐업","19961008","","","","020000  00",".00","143915","서울특별시 광진구 화양동 110-3번지 ","","","명궁장여관","2002-08-02 00:00:00","I","2018-08-31 23:59:59.0","여관업","","","여관업","0","0","0","","0","","0","0","0","Y","0","","","","","","","","","","N"
"3040000","3040000-201-1982-00024","19820219","","03","폐업","02","폐업","20170410","","","","02  464 7381","532.26","143842","서울특별시 광진구 자양동 24-6번지 ","서울특별시 광진구 동일로 90 (자양동)","05071","정모텔","2017-04-10 14:08:45","I","2018-08-31 23:59:59.0","여관업","205540.082598602    ","448702.306849626    ","여관업","","","","","","","","24","","N","","","","","","","","","","","N"
"3040000","3040000-201-1983-00004","1983-07-22","","03","폐업","02","폐업","2023-02-02","","","","02 4671043","230.00","143-838","서울특별시 광진구 군자동 478-1","서울특별시 광진구 천호대로 546 (군자동)","04997","큐","2023-02-02 14:23:32","U","2022-12-02 00:04:00.0","여관업","206880.216156365","450544.758416315","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00015","19830308","","01","영업/정상","01","영업","","","","","0222015100","221.86","143825","서울특별시 광진구 구의동 246-45번지 ","서울특별시 광진구 아차산로 385 (구의동)","05044","골드모텔","2020-02-25 17:08:14","U","2020-02-27 02:40:00.0","여관업","207491.770475999    ","448332.122857809    ","여관업","0","0","0","0","0","0","0","23","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00016","19830127","","01","영업/정상","01","영업","","","","","02 4570777","236.64","143819","서울특별시 광진구 구의동 69-32","서울특별시 광진구 자양로 226 (구의동)","04976","유토피아","2023-01-11 09:39:35","U","2022-11-30 23:03:00.0","여관업","207675.573239046","449402.550798111","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00017","19830603","","01","영업/정상","01","영업","","","","","02 4526727","321.23","143890","서울특별시 광진구 중곡동 117-6","서울특별시 광진구 용마산로 19 (중곡동)","04931","헤나모텔","2022-04-20 17:50:19","U","2021-12-03 22:03:00.0","여관업","207706.333240388","450355.34449522","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00018","19830927","","01","영업/정상","01","영업","","","","","02 4659123","151.74","143130","서울특별시 광진구 화양동 23-21 ,22 ","서울특별시 광진구 광나루로12길 12 (화양동,,22)","05007","프린스모텔","2020-09-21 09:13:57","U","2020-09-23 02:40:00.0","여관업","205901.559494464    ","449439.399698752    ","여관업","0","0","0","0","0","0","6","13","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00019","19831122","","03","폐업","02","폐업","20200511","","","","02 4995588","181.38","143916","서울특별시 광진구 화양동 19-12번지 ","서울특별시 광진구 광나루로14길 35 (화양동)","05008","올인","2020-05-11 10:36:10","U","2020-05-13 02:40:00.0","여관업","205969.585661929    ","449368.939772164    ","여관업","0","0","0","0","0","0","0","24","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00020","1983-11-09","","03","폐업","02","폐업","2023-02-24","","","","02 4640891","354.42","143-916","서울특별시 광진구 화양동 18-32","서울특별시 광진구 광나루로 354 (화양동)","05008","제일장여관","2023-02-24 16:15:50","U","2022-12-01 22:06:00.0","여관업","206041.488817405","449522.62415745","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00021","19831212","","03","폐업","02","폐업","20180425","","","","02 4630610","105.80","143915","서울특별시 광진구 화양동 111-105번지 한일장 ","서울특별시 광진구 광나루로 386-6, 한일장 (화양동)","05009","한일장여관","2018-04-25 13:57:32","I","2018-08-31 23:59:59.0","여관업","206331.327090614    ","449456.787146677    ","여관업","0","0","0","0","0","0","3","10","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00022","19830112","","03","폐업","02","폐업","20200723","","","","02 4621717","97.48","143916","서울특별시 광진구 화양동 20-16 ","서울특별시 광진구 광나루로12길 13 (화양동)","05007","싼타페모텔","2020-07-23 10:03:34","U","2020-07-25 02:40:00.0","여관업","205921.860965043    ","449427.479191025    ","여관업","0","0","0","0","0","0","0","13","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00023","19830919","","03","폐업","02","폐업","20181214","","","","02 4678555","89.50","143916","서울특별시 광진구 화양동 20-9번지 ","서울특별시 광진구 광나루로12길 7-4 (화양동)","05007","에스모텔","2018-12-14 15:20:28","U","2018-12-16 02:40:00.0","여관업","205941.385110331    ","449431.45855789     ","여관업","0","0","0","0","0","0","0","14","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00024","19831228","","01","영업/정상","01","영업","","","","","02 4655873","138.98","143916","서울특별시 광진구 화양동 17-10","서울특별시 광진구 동일로30길 42 (화양동)","05008","프리마모텔","2022-11-01 09:21:10","U","2021-11-01 00:03:00.0","여관업","206086.374116549","449463.547117001","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00025","19831229","","01","영업/정상","01","영업","","","","","02 4656283","155.10","143916","서울특별시 광진구 화양동 21-38번지 ","서울특별시 광진구 동일로30길 17 (화양동)","05007","티아라모텔","2019-09-20 11:54:22","U","2019-09-22 02:40:00.0","여관업","205966.649092527    ","449499.944055468    ","여관업","0","0","1","3","0","0","0","20","0","Y","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00026","19830706","","01","영업/정상","01","영업","","","","","02 4616241","116.22","143916","서울특별시 광진구 화양동 20-32","서울특별시 광진구 광나루로14길 20 (화양동)","05007","플라워모텔","2022-11-10 16:38:42","U","2021-10-31 23:02:00.0","여관업","205982.328197371","449451.849967719","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00027","19831230","","01","영업/정상","01","영업","","","","","02 4637733","191.40","143916","서울특별시 광진구 화양동 21-41 ","서울특별시 광진구 동일로30길 15 (화양동)","05007","모텔스타킹","2021-10-13 16:45:59","U","2021-10-15 02:40:00.0","여관업","205955.064737453    ","449500.908290474    ","여관업","0","0","0","0","0","0","10","14","0","N","0","","","","","0","0","0","0","0","N"
"3040000","3040000-201-1983-00028","19831207","","01","영업/정상","01","영업","","","","","02 4546005","463.32","143190","서울특별시 광진구 자양동 795번지 ","서울특별시 광진구 아차산로 316 (자양동)","05053","발리모텔","2019-02-20 11:23:34","U","2019-02-22 02:40:00.0","여관업","206811.303715113    ","448382.640252737    ","여관업","0","0","0","0","0","0","0","20","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00029","19830928","","03","폐업","02","폐업","20210402","","","","02  454 0314","321.02","143190","서울특별시 광진구 자양동 794-1 ","서울특별시 광진구 아차산로 314 (자양동)","05053","에이삼일사(A314)","2021-04-02 13:44:33","U","2021-04-04 02:40:00.0","일반호텔","206790.345939184    ","448383.572348438    ","일반호텔","0","0","0","0","0","0","10","33","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00030","19830926","","03","폐업","02","폐업","20190326","","","","02 4534749","68.57","143190","서울특별시 광진구 자양동 653-5번지 ,6 ","서울특별시 광진구 뚝섬로 645 (자양동,,6)","05060","장미장여관","2019-03-26 14:52:22","U","2019-03-28 02:40:00.0","여관업","207124.932077141    ","447721.059102855    ","여관업","0","0","0","0","0","0","3","7","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00031","19830926","","01","영업/정상","01","영업","","","","","02 4578952","170.97","143190","서울특별시 광진구 자양동 657-16 ,27 ","서울특별시 광진구 자양로 63 (자양동,,27)","05056","피넛호텔","2021-02-09 16:06:19","U","2021-02-11 02:40:00.0","여관업","207400.578773815    ","447913.032479407    ","여관업","0","0","0","0","0","0","0","24","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00032","19830825","","03","폐업","02","폐업","20190711","","","","02 4585256","424.80","143819","서울특별시 광진구 구의동 68-28번지 ","서울특별시 광진구 자양로 210-1 (구의동)","04976","동궁모텔","2019-07-11 16:08:37","U","2019-07-13 02:40:00.0","여관업","207573.918912776    ","449292.714948059    ","여관업","0","0","0","0","0","0","0","25","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00033","19831208","","03","폐업","02","폐업","20200204","","","","02 4547570","273.48","143919","서울특별시 광진구 구의동 245-11번지 ","서울특별시 광진구 아차산로 426 (구의동)","05048","테마","2020-02-04 11:36:11","U","2020-02-06 02:40:00.0","여관업","207868.410375266    ","448402.59869749     ","여관업","0","0","0","0","0","0","19","30","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00034","19830228","","03","폐업","02","폐업","20221212","","","","02 4407070","213.78","143825","서울특별시 광진구 구의동 246-39","서울특별시 광진구 아차산로 393 (구의동)","","마레","2022-12-12 18:27:48","U","2021-11-01 23:04:00.0","여관업","207545.867307934","448350.983197315","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00035","19831026","","01","영업/정상","01","영업","","","","","02 4520917","353.36","143822","서울특별시 광진구 구의동 212-30번지 ","서울특별시 광진구 아차산로 465 (구의동)","05035","박스(BOX)호텔","2019-12-26 15:30:23","U","2019-12-28 02:40:00.0","여관업","208197.480705123    ","448648.416505638    ","여관업","0","0","1","4","0","0","11","27","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00036","19830131","","03","폐업","02","폐업","20130129","","","","02 4571302","188.42","143819","서울특별시 광진구 구의동 71-1번지 ","서울특별시 광진구 자양로 262 (구의동)","","낙원장여관","2008-08-22 10:36:50","I","2018-08-31 23:59:59.0","여관업","207918.910656744    ","449676.763666023    ","여관업","0","0","0","","0","","4","16","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1983-00037","19830919","","01","영업/정상","01","영업","","","","","02 4470035","969.44","143817","서울특별시 광진구 구의동 54-21번지 ","서울특별시 광진구 천호대로 679 (구의동)","04954","M.칼라스","2019-11-07 15:23:28","U","2019-11-09 02:40:00.0","여관업","207961.691771307    ","449823.696888296    ","여관업","0","0","0","0","0","0","0","40","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00038","19830304","","03","폐업","02","폐업","20210503","","","","02 4662448","219.29","143840","서울특별시 광진구 군자동 355 ","서울특별시 광진구 동일로 196 (군자동)","05003","딥","2021-05-03 16:48:55","U","2021-05-05 02:40:00.0","여관업","205976.633917423    ","449688.534404328    ","여관업","0","0","0","0","0","0","0","22","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00039","19830126","","03","폐업","02","폐업","20210426","","","","02 4633525","203.78","143840","서울특별시 광진구 군자동 350-7 ","서울특별시 광진구 동일로 208 (군자동)","05002","핀호텔(Pin Hotel)","2021-04-26 14:06:08","U","2021-04-28 02:40:00.0","여관업","206024.40502066     ","449791.534689632    ","여관업","0","0","0","0","0","0","0","24","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00040","19830805","","03","폐업","02","폐업","20170515","","","","02 4641381","347.41","143840","서울특별시 광진구 군자동 350-3번지 ","서울특별시 광진구 동일로 214 (군자동)","05002","후호텔","2017-05-12 13:32:32","I","2018-08-31 23:59:59.0","여관업","206038.869513525    ","449844.379971087    ","여관업","","","","","","","9","25","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1983-00041","19830105","","01","영업/정상","01","영업","","","","","02 4576214","467.65","143805","서울특별시 광진구 광장동 241-1번지 ","서울특별시 광진구 아차산로 583 (광장동)","04968","대하장여관","2019-02-19 17:51:28","U","2019-02-21 02:40:00.0","여관업","209162.470345601    ","449284.449743562    ","여관업","0","0","0","0","0","0","0","38","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00042","19831201","","03","폐업","02","폐업","20030421","","","","02 4465728","118.21","143815","서울특별시 광진구 광장동 530-24번지 ","","","남경여관","2003-04-21 00:00:00","I","2018-08-31 23:59:59.0","여관업","208413.473710547    ","448845.549526061    ","여관업","","","","","","","3","10","","Y","","","","","","","","","","","N"
"3040000","3040000-201-1983-00043","19831014","","01","영업/정상","01","영업","","","","","02 4647551","378.00","143841","서울특별시 광진구 자양동 7-43","서울특별시 광진구 아차산로 234 (자양동)","05073","화양장여관","2023-01-11 10:34:41","U","2022-11-30 23:03:00.0","여관업","206045.707257167","448651.962282277","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00044","19830625","","03","폐업","02","폐업","20030421","","","","02 4635027","87.47","143845","서울특별시 광진구 자양동 74-1번지 ","","","삼풍장여관","2003-04-21 00:00:00","I","2018-08-31 23:59:59.0","여관업","","","여관업","","","","","","","2","8","","N","","","","","","","","","","","N"
"3040000","3040000-201-1983-00045","19830905","","03","폐업","02","폐업","20151113","","","","02 4443114","340.20","143891","서울특별시 광진구 중곡동 131-5번지 ","서울특별시 광진구 천호대로 611 (중곡동)","04930","파크웨이여관","2015-11-12 15:29:56","I","2018-08-31 23:59:59.0","여관업","207506.307314561    ","450319.929886795    ","여관업","0","0","0","0","0","0","5","34","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00046","19831102","","03","폐업","02","폐업","20220125","","","","02 4579020","242.17","143891","서울특별시 광진구 중곡동 131-9 ","서울특별시 광진구 천호대로 603 (중곡동)","04930","하트","2022-01-25 16:23:37","U","2022-01-27 02:40:00.0","여관업","207430.252136001    ","450357.297170384    ","여관업","0","0","0","0","0","0","4","20","0","N","0","","","","","0","0","0","0","0","N"
"3040000","3040000-201-1983-00047","19830310","","01","영업/정상","01","영업","","","","","02 4664250","194.42","143899","서울특별시 광진구 중곡동 163-5 ","서울특별시 광진구 능동로 363 (중곡동)","04914","넘버25호텔 중곡점","2021-03-29 16:13:31","U","2021-03-31 02:40:00.0","여관업","207157.899588742    ","451076.82510567     ","여관업","0","0","0","0","0","0","8","12","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00048","19831107","","03","폐업","02","폐업","20200702","","","","02  462 7088","322.84","143902","서울특별시 광진구 중곡동 198-42 ","서울특별시 광진구 면목로 176 (중곡동)","04903","주노","2020-07-02 09:43:36","U","2020-07-04 02:40:00.0","여관업","207275.477261312    ","451840.405435241    ","여관업","0","0","0","0","0","0","6","24","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00049","19830923","","01","영업/정상","01","영업","","","","","02  433 1882","195.42","143909","서울특별시 광진구 중곡동 554-1","서울특별시 광진구 면목로 198 (중곡동)","04903","랑데뷰","2022-11-10 16:36:48","U","2021-10-31 23:02:00.0","여관업","207306.44624601","452051.730320809","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00050","19830323","","01","영업/정상","01","영업","","","","","02432 5432","292.82","143910","서울특별시 광진구 중곡동 605-1번지 ","서울특별시 광진구 용마산로 192 (중곡동)","04938","파인힐","2020-01-31 21:35:46","U","2020-02-02 02:40:00.0","여관업","207565.43395181     ","452051.909676563    ","여관업","0","0","0","0","0","0","0","25","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00051","19830607","","03","폐업","02","폐업","20140829","","","","02 4325874","202.50","143220","서울특별시 광진구 중곡동 608-5번지 ","서울특별시 광진구 용마산로 187 (중곡동)","04903","그린피아여관","2014-03-11 16:02:02","I","2018-08-31 23:59:59.0","여관업","207517.258952999    ","452012.470712384    ","여관업","0","0","0","0","0","0","0","15","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00052","19831117","","01","영업/정상","01","영업","","","","","02 4637331","310.18","143904","서울특별시 광진구 중곡동 250-4","서울특별시 광진구 동일로 367 (중곡동)","04900","샐몬모텔","2022-11-10 16:35:06","U","2021-10-31 23:02:00.0","여관업","206632.809896476","451272.362374307","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00053","19831217","","01","영업/정상","01","영업","","","","","0222085256","196.80","143909","서울특별시 광진구 중곡동 555-2 ","서울특별시 광진구 면목로 204 (중곡동)","04903","정모텔","2020-07-21 11:36:11","U","2020-07-23 02:40:00.0","여관업","207312.069472884    ","452094.741574905    ","여관업","0","0","0","0","0","0","0","23","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00054","19831020","","01","영업/정상","01","영업","","","","","02 4694488","247.39","143901","서울특별시 광진구 중곡동 187-27번지 ","서울특별시 광진구 동일로 440 (중곡동)","04905","문","2019-02-19 18:05:07","U","2019-02-21 02:40:00.0","여관업","206973.627215929    ","451906.887051862    ","여관업","0","0","0","0","0","0","0","28","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00055","19830328","","03","폐업","02","폐업","20170828","","","","02 4574957","109.62","143895","서울특별시 광진구 중곡동 150-57번지 2,3층 ","서울특별시 광진구 긴고랑로 94 (중곡동,2,3층)","04922","반도장여관","2017-08-28 10:16:57","I","2018-08-31 23:59:59.0","여관업","207507.346425455    ","450884.069619451    ","여관업","0","0","0","","0","","4","8","0","N","0","","","","","","","","","","N"
"3040000","3040000-201-1983-00056","19830607","","03","폐업","02","폐업","20181206","","","","02 4663330","1,563.00","143150","서울특별시 광진구 군자동 473-21번지 ,22 ","서울특별시 광진구 천호대로 538 (군자동,,22)","04996","호텔쉴","2018-12-06 18:12:55","U","2018-12-08 02:40:00.0","여관업","206817.904034984    ","450570.523055769    ","여관업","0","0","0","0","0","0","0","39","0","N","0","","","","","0","","","0","0","N"
"3040000","3040000-201-1983-00057","19831124","","01","영업/정상","01","영업","","","","","02 4584224","217.20","143847","서울특별시 광진구 능동 220-6 ","서울특별시 광진구 천호대로 558 (능동)","04985","몰디브","2022-01-18 14:11:23","U","2022-01-20 02:40:00.0","여관업","206997.654706004    ","450484.085299752    ","여관업","0","0","0","0","0","0","0","25","0","N","0","","","","","0","","","0","0","N"
