"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3040000","3040000-104-1992-07305","19920819","","03","폐업","02","폐업","19971031","","","","02 4994291","","143900","서울특별시 광진구 중곡동 166-17번지 ","","","베이커리로제","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207251.976568094    ","451360.694185897    ","과자점","","","주택가주변","기타","상수도전용","","","","","","","","","N","38.65","","",""
"3040000","3040000-104-1992-07324","19920508","","03","폐업","02","폐업","19980730","","","","02 4560158","","143821","서울특별시 광진구 구의동 199-1번지 ","","","가나안제과","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","208400.766105381    ","448730.872416215    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","11.5","","",""
"3040000","3040000-104-1992-07326","19920520","","03","폐업","02","폐업","20050629","","","","02 4531344","","143824","서울특별시 광진구 구의동 236-8번지 ","","","헵시바","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","과자점","207441.16781855     ","448909.517209076    ","과자점","0","0","기타","기타","상수도전용","","","","","","","","","N","29.86","","",""
"3040000","3040000-104-1992-07331","19921121","","03","폐업","02","폐업","19990708","","","","02 4523987","","143200","서울특별시 광진구 구의동 548-0번지 ","","","상제르망","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","24.2","","",""
"3040000","3040000-104-1992-07332","19920828","","03","폐업","02","폐업","19990123","","","","02 4541444","","143826","서울특별시 광진구 구의동 251-104번지 ","","","유명수베이커리","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207458.53327114     ","448761.007074865    ","과자점","0","0","기타","기타","상수도전용","","","","","","","","","N","36.17","","",""
"3040000","3040000-104-1992-07337","19920210","","03","폐업","02","폐업","20000503","","","","02 4549217","","143962","서울특별시 광진구 구의동 230-19번지 ","","","독일베이커리","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207752.167733871    ","449162.791521753    ","과자점","","","주택가주변","기타","상수도전용","","","","","","","","","N","26.73","","",""
"3040000","3040000-104-1992-07408","19920928","","03","폐업","02","폐업","19960226","","","","02 4565090","","143200","서울특별시 광진구 구의동 548-0번지 현대A2단지 상가동 102호","","","파리바게뜨","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","0","기타","기타","상수도전용","","","","","","","","","N","21.16","","",""
"3040000","3040000-104-1992-07488","19920501","","03","폐업","02","폐업","19960418","","","","02   0","","143837","서울특별시 광진구 군자동 53-14번지 ","","","하이몬드과자점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","206654.024854709    ","450304.280760583    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","45.5","","",""
"3040000","3040000-104-1992-07490","19920706","","03","폐업","02","폐업","19930330","","","","02 4676932","","143899","서울특별시 광진구 중곡동 162-3번지 ","","","가나안제과","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207063.408112065    ","450852.529688133    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","35.72","","",""
"3040000","3040000-104-1992-07492","19920713","","03","폐업","02","폐업","19960103","","","","02   0","","143885","서울특별시 광진구 중곡동 34-26번지 ","","","로얄제과","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207460.768567828    ","451245.339664305    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","28.23","","",""
"3040000","3040000-104-1992-07571","19921202","","03","폐업","02","폐업","19950728","","","","02 4645535","","143915","서울특별시 광진구 화양동 216-0번지 ","","","브레머","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206405.844680642    ","449450.171000912    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","31.57","","",""
"3040000","3040000-104-1992-07640","19920131","","03","폐업","02","폐업","20030630","","","","02 4580130","","143853","서울특별시 광진구 자양동 779-5번지 ","","","스카이커피숍","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","다방","207231.361921667    ","448341.029332243    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","127.61","","",""
"3040000","3040000-104-1992-07650","19921026","","03","폐업","02","폐업","20010803","","","","02 4446522","","143853","서울특별시 광진구 자양동 779-12번지 ","","","커피1잔","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207268.602375378    ","448433.520375341    ","다방","","","기타","기타","상수도전용","","","","","","","","","N","119.45","","",""
"3040000","3040000-104-1992-07710","19921014","","03","폐업","02","폐업","20001124","","","","02 4627161","","143903","서울특별시 광진구 중곡동 239-18번지 ","","","길다방","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206858.659454598    ","451285.40738117     ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","81","","",""
"3040000","3040000-104-1992-07735","19920801","","03","폐업","02","폐업","19970221","","","","02 4610142","","143914","서울특별시 광진구 화양동 9-86번지 ","","","쟈뎅커피숍","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206040.68026483     ","448773.14043594     ","다방","","","주택가주변","기타","상수도전용","","","","","","","","","N","63.94","","",""
"3040000","3040000-104-1992-07742","19921226","","03","폐업","02","폐업","20011005","","","","02 4665604","","143839","서울특별시 광진구 군자동 148-2번지 ","","","행운","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","","","주택가주변","기타","상수도전용","","","","","","","","","N","78.1","","",""
"3040000","3040000-104-1992-07759","19920327","","03","폐업","02","폐업","19940429","","","","02   00000","","143825","서울특별시 광진구 구의동 243-6번지 ","","","신일다방","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207591.228141729    ","448415.485656199    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","96.24","","",""
"3040000","3040000-104-1992-07780","19920304","","03","폐업","02","폐업","19941123","","","","02 4641795","","143914","서울특별시 광진구 화양동 3-32번지 ","","","브레머","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206273.488838531    ","448963.695786281    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","42.31","","",""
"3040000","3040000-104-1992-07808","19921210","","03","폐업","02","폐업","19990827","","","","0204623223","","143914","서울특별시 광진구 화양동 8-99번지 ","","","커피포트","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206058.232399427    ","448765.998185555    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","114.15","","",""
"3040000","3040000-104-1992-07827","19921009","","03","폐업","02","폐업","20221107","","","","02 4547454","160.16","143825","서울특별시 광진구 구의동 243-17","서울특별시 광진구 아차산로 403-6 (구의동)","05044","전주집(분식)","2022-11-07 14:45:49","U","2021-11-01 00:09:00.0","일반조리판매","207652.55859502","448408.822086046","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-104-1992-07854","19921113","","03","폐업","02","폐업","19960819","","","","0204632465","","143915","서울특별시 광진구 화양동 132-75번지 ","","","커피인커피","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206164.174089426    ","449443.616319427    ","다방","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","42.59","","",""
"3040000","3040000-104-1992-07858","19921228","","03","폐업","02","폐업","20081007","","","","02 4441113","","143817","서울특별시 광진구 구의동 54-9번지 ","","","헬리오커피숍","2007-03-02 00:00:00","I","2018-08-31 23:59:59.0","커피숍","207929.653039585    ","449875.25065113     ","커피숍","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","62.64","","",""
"3040000","3040000-104-1992-07868","19921230","","03","폐업","02","폐업","19961014","","","","02 4468786","","143926","서울특별시 광진구 화양동 504-2번지 ","","","갤러리","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206636.521268184    ","449232.141821273    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","23.34","","",""
"3040000","3040000-104-1992-07873","19921020","","03","폐업","02","폐업","19960719","","","","02 4665553","","143914","서울특별시 광진구 화양동 3-41번지 ","","","필드","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206253.985475362    ","448910.58180822     ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","71.99","","",""
"3040000","3040000-104-1992-07880","19920221","","03","폐업","02","폐업","19970821","","","","02 4611334","","143915","서울특별시 광진구 화양동 111-104번지 ","","","엘비라","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","101.44","","",""
"3040000","3040000-104-1992-08000","19920313","","03","폐업","02","폐업","19951120","","","","02 4685650","","143914","서울특별시 광진구 화양동 8-102번지 ","","","스위트하트","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206117.047193201    ","448742.653011903    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","66.57","","",""
"3040000","3040000-104-1992-08063","19920110","","03","폐업","02","폐업","19940506","","","","02 4585346","","143867","서울특별시 광진구 자양동 627-21번지 ","","","메디아","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207341.768147956    ","448093.474633392    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","63.14","","",""
"3040000","3040000-104-1992-08064","19920320","","03","폐업","02","폐업","19960418","","","","02 4692525","","143847","서울특별시 광진구 능동 133-6번지 ","","","황제다방","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","102.1","","",""
"3040000","3040000-104-1992-08066","19920709","","03","폐업","02","폐업","19930318","","","","02 4647422","","143845","서울특별시 광진구 자양동 66-6번지 ","","","약속다방","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","66.23","","",""
"3040000","3040000-104-1992-08125","19920624","","03","폐업","02","폐업","19960112","","","","02 4671888","","143914","서울특별시 광진구 화양동 3-39번지 ","","","미니스톱화양점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","편의점","206256.130422198    ","448927.555447908    ","편의점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","13.23","","",""
"3040000","3040000-104-1993-07225","19930812","","03","폐업","02","폐업","19940902","","","","02 4478197","","143867","서울특별시 광진구 자양동 657-28번지 ","","","피자보이","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207405.899868725    ","447896.351398784    ","과자점","1","0","주택가주변","기타","상수도전용","","","","","","","","","N","26.59","","",""
"3040000","3040000-104-1993-07234","19931005","","03","폐업","02","폐업","20040817","","","","02 4721157","","143807","서울특별시 광진구 광장동 320-15번지 ","","","델리 앤 파스타","2003-09-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","209474.048905453    ","449437.052481246    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","47.15","","",""
"3040000","3040000-104-1993-07242","19930906","","03","폐업","02","폐업","19940404","","","","02 2012911","","143852","서울특별시 광진구 자양동 229-45번지 ","","","가나안제과체인점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","206852.276708101    ","448223.602940322    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","19","","",""
"3040000","3040000-104-1993-07248","19931012","","03","폐업","02","폐업","19960104","","","","0200000000","","143887","서울특별시 광진구 중곡동 78-1번지 ","","","고려당중곡분점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207696.700702315    ","450745.999069959    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","17.11","","",""
"3040000","3040000-104-1993-07250","19931020","","03","폐업","02","폐업","19941110","","","","02 4670089","","143845","서울특별시 광진구 자양동 74-24번지 ","","","기쁨베이커리","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","205770.368482892    ","447854.417737099    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","27.42","","",""
"3040000","3040000-104-1993-07333","19930617","","03","폐업","02","폐업","19980108","","","","02 4554630","","143826","서울특별시 광진구 구의동 251-126번지 ","","","이딸리앙베이커리","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207360.342101942    ","448603.112306669    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","39.6","","",""
"3040000","3040000-104-1993-07355","19930320","","03","폐업","02","폐업","20030222","","","","02 4588008","","143815","서울특별시 광진구 광장동 565번지 현대프라자상가 1층 111호 ","","","도미노피자","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","208738.952014366    ","448858.223522999    ","패스트푸드","0","0","아파트지역","기타","상수도전용","","","","","","","","","N","56.61","","",""
"3040000","3040000-104-1993-07360","19930331","","03","폐업","02","폐업","19960626","","","","02   0","","143819","서울특별시 광진구 구의동 78-9번지 ","","","피자조이","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207804.500691619    ","449613.291444267    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","93","","",""
"3040000","3040000-104-1993-07365","19931022","","03","폐업","02","폐업","19970527","","","","02 2016010","","143826","서울특별시 광진구 구의동 252-1번지 ","","","뺑드비","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207415.377440847    ","448585.120246089    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","30.75","","",""
"3040000","3040000-104-1993-07378","19930422","","03","폐업","02","폐업","19970830","","","","02 4998436","","143903","서울특별시 광진구 중곡동 240-8번지 ","","","꼬망스베이커리","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","206936.996830712    ","451253.072347424    ","과자점","0","","주택가주변","기타","상수도전용","","","","","","","","","N","25.97","","",""
"3040000","3040000-104-1993-07381","19931002","","03","폐업","02","폐업","19990519","","","","02 4535060","","143817","서울특별시 광진구 구의동 53-4번지 ","","","피자아카데미","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207907.884299176    ","449938.014730815    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","51.48","","",""
"3040000","3040000-104-1993-07388","19930830","","03","폐업","02","폐업","20030423","","","","02 2012931","","143210","서울특별시 광진구 광장동 484번지 ,484-3 광장현대3단지(A) 상가동지하105 ","","","상제르망과자점","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","과자점","208644.819209521    ","448711.725750126    ","과자점","","","아파트지역","기타","상수도전용","","","","","","","","","N","22.26","","",""
"3040000","3040000-104-1993-07392","19931211","","03","폐업","02","폐업","19970929","","","","02 2018186","","143817","서울특별시 광진구 구의동 54-3번지 ","","","이딸리앙제과점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207942.617936322    ","449864.683570555    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","85.1","","",""
"3040000","3040000-104-1993-07421","19931227","","03","폐업","02","폐업","19960503","","","","02 4546568","","143906","서울특별시 광진구 중곡동 289-3번지 ","","","독일빵집","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207563.7286582      ","451954.085432124    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","37.96","","",""
"3040000","3040000-104-1993-07503","19930129","","03","폐업","02","폐업","20000811","","","","02   0","","143902","서울특별시 광진구 중곡동 210-20번지 ","","","허니랜드체인점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207237.707913281    ","452010.46831334     ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","12.48","","",""
"3040000","3040000-104-1993-07513","19930715","","03","폐업","02","폐업","20000406","","","","02 4683994","","143915","서울특별시 광진구 화양동 111-124번지 ","","","베스킨라빈스아이스크림화양점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","206437.707982171    ","449422.187668891    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","22.18","","",""
"3040000","3040000-104-1993-07551","19930813","","03","폐업","02","폐업","19940622","","","","02 4520615","","143823","서울특별시 광진구 구의동 222-18번지 ","","","정통다예원","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207843.906084193    ","448715.405533362    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","33.48","","",""
"3040000","3040000-104-1993-07552","19931019","","03","폐업","02","폐업","19980529","","","","02 4621839","","143840","서울특별시 광진구 군자동 355-11번지 ","","","이공사공","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205951.717000418    ","449589.580004504    ","다방","","","주택가주변","기타","상수도전용","","","","","","","","","N","49.88","","",""
"3040000","3040000-104-1993-07553","19930816","","03","폐업","02","폐업","19970929","","","","02 4523959","","143825","서울특별시 광진구 구의동 246-3번지 ","","","크라츠","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207564.476226586    ","448369.568917225    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","118.8","","",""
"3040000","3040000-104-1993-07562","19930720","","03","폐업","02","폐업","20000124","","","","02 4555158","","143823","서울특별시 광진구 구의동 221-36번지 ","","","팡세","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207755.560743333    ","448508.313992852    ","다방","","","주택가주변","기타","상수도전용","","","","","","","","","N","56.2","","",""
"3040000","3040000-104-1993-07568","19930525","","03","폐업","02","폐업","19980317","","","","02 4662562","","143837","서울특별시 광진구 군자동 211-8번지 ","","","에코","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","38.92","","",""
"3040000","3040000-104-1993-07569","19930831","","03","폐업","02","폐업","20170406","","","","02 4650130","","143914","서울특별시 광진구 화양동 5-46번지 ","서울특별시 광진구 능동로 115 (화양동)","05017","아이스베리","2017-05-22 15:38:00","I","2018-08-31 23:59:59.0","커피숍","206209.053816928    ","448792.13691876     ","커피숍","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","161.92","","",""
"3040000","3040000-104-1993-07607","19931027","","03","폐업","02","폐업","20000811","","","","02 2011010","","143885","서울특별시 광진구 중곡동 40-8번지 ","","","까르까르커피전문점","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207246.646767875    ","451112.8270504      ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","123.48","","",""
"3040000","3040000-104-1993-07609","19931217","","03","폐업","02","폐업","19960527","","","","02 4539779","","143825","서울특별시 광진구 구의동 246-12번지 ","","","리오커피숍","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207406.793838524    ","448369.12733309     ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","49.6","","",""
"3040000","3040000-104-1993-07614","19931104","","03","폐업","02","폐업","19950612","","","","02 4565823","","143867","서울특별시 광진구 자양동 658-14번지 ","","","인바운드","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207399.314642241    ","447821.274944649    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","26.38","","",""
"3040000","3040000-104-1993-07616","19930922","","03","폐업","02","폐업","19960124","","","","02 2013861","","143824","서울특별시 광진구 구의동 236-48번지 ","","","꼼마","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207428.058310389    ","449011.582677631    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","25.55","","",""
"3040000","3040000-104-1993-07623","19931113","","03","폐업","02","폐업","19941213","","","","02 2016282","","143826","서울특별시 광진구 구의동 248-88번지 ","","","영커피숍","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207478.711512251    ","448735.890892572    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","76.98","","",""
"3040000","3040000-104-1993-07624","19930903","","03","폐업","02","폐업","19951109","","","","02 4570444","","143828","서울특별시 광진구 구의동 257-92번지 ","","","스크럼","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207536.45787497     ","448435.26694087     ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","51.12","","",""
"3040000","3040000-104-1993-07625","19931004","","03","폐업","02","폐업","19960530","","","","02 2016208","","143826","서울특별시 광진구 구의동 252-119번지 ","","","다인","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207431.173802559    ","448425.339727158    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","91.52","","",""
"3040000","3040000-104-1993-07628","19931202","","03","폐업","02","폐업","19950719","","","","02 4535556","","143866","서울특별시 광진구 자양동 625-2번지 ","","","한우리회관","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207105.152194383    ","448119.525721249    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","94.72","","",""
"3040000","3040000-104-1993-07631","19930701","","03","폐업","02","폐업","19961203","","","","02 4460840","","143825","서울특별시 광진구 구의동 246-16번지 ","","","야콥스","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207355.378025142    ","448341.892732911    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","52.8","","",""
"3040000","3040000-104-1993-07642","19931218","","03","폐업","02","폐업","19940623","","","","02 4973209","","143840","서울특별시 광진구 군자동 361-20번지 ","","","하드앤하비","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206326.222861429    ","449555.138275333    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","65.5","","",""
"3040000","3040000-104-1993-07648","19930714","","03","폐업","02","폐업","19961219","","","","02 4572550","","143851","서울특별시 광진구 자양동 216-9번지 ","","","꽁세르다방","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207444.54897561     ","448263.89528182     ","다방","","","주택가주변","기타","상수도전용","","","","","","","","","N","107.06","","",""
"3040000","3040000-104-1993-07655","19931229","","03","폐업","02","폐업","19951221","","","","02 4974337","","143841","서울특별시 광진구 자양동 8-24번지 ","","","휠커피","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205884.990016684    ","448726.936870787    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","95.14","","",""
"3040000","3040000-104-1993-07661","19930202","","03","폐업","02","폐업","19970710","","","","02 4993911","","143915","서울특별시 광진구 화양동 111-204번지 ","","","치르체","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206438.709694007    ","449402.195181069    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","49.05","","",""
"3040000","3040000-104-1993-07663","19930316","","03","폐업","02","폐업","19981029","","","","02 4623223","","143915","서울특별시 광진구 화양동 111-122번지 ","","","커피포트","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","111.8","","",""
"3040000","3040000-104-1993-07669","19930120","","03","폐업","02","폐업","19991025","","","","02 4636060","","143840","서울특별시 광진구 군자동 373-8번지 ","","","에쎈커피전문점","1999-10-28 00:00:00","I","2018-08-31 23:59:59.0","다방","206369.212427896    ","449543.172023494    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","63","","",""
"3040000","3040000-104-1993-07760","19930607","","03","폐업","02","폐업","19950629","","","","02 4446961","","143825","서울특별시 광진구 구의동 246-60번지 ","","","에센","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207459.112990904    ","448361.285673647    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","26.97","","",""
"3040000","3040000-104-1993-07767","19930814","","03","폐업","02","폐업","20010420","","","","02 4664040","","143902","서울특별시 광진구 중곡동 198-4번지 ","","","캠프앤캠프","2001-04-23 00:00:00","I","2018-08-31 23:59:59.0","다방","207264.770077756    ","451823.918998571    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","71.25","","",""
"3040000","3040000-104-1993-07781","19930813","","03","폐업","02","폐업","20010519","","","","02 4648444","","143915","서울특별시 광진구 화양동 111-70번지 ","","","코코커피솝","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206232.874183319    ","449501.019794849    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","164.84","","",""
"3040000","3040000-104-1993-07786","19930407","","03","폐업","02","폐업","20081230","","","","02 2050424","","143839","서울특별시 광진구 군자동 100-105번지 ","","","오두막","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","다방","206246.35419248     ","449962.637867384    ","다방","0","0","주택가주변","갑","상수도전용","","","","","","","","","N","98.4","","",""
"3040000","3040000-104-1993-07810","19930813","","03","폐업","02","폐업","19960613","","","","02 4682862","","143914","서울특별시 광진구 화양동 7-9번지 ","","","에세이","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206098.338891049    ","448722.142529103    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","48.18","","",""
"3040000","3040000-104-1993-07812","19930820","","03","폐업","02","폐업","19971105","","","","02 4972153","","143914","서울특별시 광진구 화양동 7-38번지 ","","","비저비","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206048.618422884    ","448748.197649814    ","다방","0","","주택가주변","기타","상수도전용","","","","","","","","","N","52.26","","",""
"3040000","3040000-104-1993-07817","19930608","","03","폐업","02","폐업","19970724","","","","02 4546826","","143926","서울특별시 광진구 화양동 495-25번지 ","","","마이커피","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206672.839562159    ","449221.609239322    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","48.5","","",""
"3040000","3040000-104-1993-07833","19930804","","03","폐업","02","폐업","20100105","","","","02 4382939","","143909","서울특별시 광진구 중곡동 556-2번지 ","","","수정다방","2007-06-21 00:00:00","I","2018-08-31 23:59:59.0","다방","207276.162231964    ","452089.198171901    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","59.5","","",""
"3040000","3040000-104-1993-07863","19930515","","03","폐업","02","폐업","19990510","","","","02 2018013","","143853","서울특별시 광진구 자양동 779-2번지 ","","","뜨레모아","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207166.600275       ","448328.980388       ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","37.7","","",""
"3040000","3040000-104-1993-07867","19931007","","03","폐업","02","폐업","19961107","","","","02 4679658","","143837","서울특별시 광진구 군자동 213-0번지 ","","","사카다방","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206500.202385417    ","449534.347746362    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","96.53","","",""
"3040000","3040000-104-1993-07874","19930520","","03","폐업","02","폐업","19950113","","","","0204696981","","143914","서울특별시 광진구 화양동 3-30번지 ","","","훼밀리아","2001-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206277.487620329    ","448974.253579524    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","37.92","","",""
"3040000","3040000-104-1993-07877","19930215","","03","폐업","02","폐업","20140109","","","","02 4472525","","143825","서울특별시 광진구 구의동 246-63번지 ","서울특별시 광진구 아차산로 383 (구의동)","05044","커피클럽","2002-10-25 00:00:00","I","2018-08-31 23:59:59.0","다방","207470.704992686    ","448326.497287633    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","31.92","","",""
